"","GeneID","Chr","Start","End","Strand","Length","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"540","formate/nitrite transporter family protein","CP080275",194207,195052,"+",846,521.289232704513,-0.224964008634013,0.142093238899884,-1.5832140246484,0.113372690948059,0.212810685368579
"543","DUF1328 domain-containing protein_1","CP080275",195163,195324,"+",162,277.133571676789,-0.222743245232315,0.223892365942294,-0.994867530631771,0.319800696549444,0.465798369851195
"544","NAD(P)/FAD-dependent oxidoreductase_1","CP080275",195430,196758,"-",1329,729.050952933258,-0.394956397051343,0.173222163780699,-2.28005694208601,0.0226043115084826,0.0566666193955262
"546","YihY/virulence factor BrkB family protein_1","CP080275",197009,197977,"+",969,249.8225345245,-0.511668259407255,0.306689146625439,-1.66836115668664,0.0952440542682485,0.186006035394462
"549","MFS transporter_6","CP080275",198010,199281,"-",1272,575.682407497333,-0.380934124931242,0.107159328561061,-3.55483866917084,0.000378211079684751,0.0016008978960492
"551","helix-turn-helix domain-containing protein_11","CP080275",199374,199778,"-",405,198.268326543387,1.26173244394873,0.148178058045822,8.51497489296664,1.66626401094509e-17,3.14940395732097e-16
"553","MFS transporter_7","CP080275",199858,201099,"+",1242,2222.28201861195,4.08489202287768,0.202228326850013,20.1994057237457,9.90824346117748e-91,3.43906123043415e-88
"555","trypsin-like serine protease_1","CP080275",201556,202269,"+",714,690.532030531412,0.0898252125736609,0.148398085317368,0.605298999522525,0.54498034606691,0.679312752622743
"557","HlyD family type I secretion periplasmic adaptor subunit_3","CP080275",202505,203674,"-",1170,1940.55170976147,-0.563555875999861,0.111288257944005,-5.0639293525775,4.10701900467145e-07,2.92003697576082e-06
"561","ATP-binding cassette domain-containing protein_8","CP080275",203671,206037,"-",2367,3579.15472059441,-0.489868090910648,0.0895246074532164,-5.47188203161508,4.45281216508287e-08,3.55786169165535e-07
"564","TolC family protein","CP080275",206034,207338,"-",1305,2303.12848256717,-0.81498866720209,0.130017677811304,-6.26829121179114,3.65031643186771e-10,3.67728446883138e-09
"565","Ig-like domain-containing protein","CP080275",207442,211134,"-",3693,25748.6785034748,-0.698365508409231,0.138507656131198,-5.04207152092531,4.60519089989845e-07,3.26208142037334e-06
"571","PrkA family serine protein kinase","CP080275",211839,213773,"+",1935,8634.80569255313,-1.29187999313718,0.255579109507102,-5.05471670054976,4.31030102871036e-07,3.05887162223348e-06
"575","YeaH/YhbH family protein","CP080275",213795,215132,"+",1338,2675.08787381015,-1.32297538691369,0.20662766816894,-6.4027020129367,1.52650948947582e-10,1.63713854798277e-09
"578","SpoVR family protein","CP080275",215119,216627,"+",1509,1365.61093491101,-0.925663501987588,0.176036006032405,-5.25837595870694,1.45333164375765e-07,1.09660478574441e-06
"579","GntR family transcriptional regulator_2","CP080275",216635,217300,"-",666,446.239518880616,-0.330722441633029,0.114127677960371,-2.89782853330168,0.00375755959989562,0.012209670257363
"582","S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase","CP080275",217479,218591,"-",1113,3321.17803038068,-0.250614344361042,0.139679373652237,-1.79421154182008,0.0727794106239199,0.149313159463797
"584","cadmium-translocating P-type ATPase_1","CP080275",218924,221440,"+",2517,235.364564927292,-0.631709754794494,0.243208414532133,-2.59740090000476,0.00939322206539533,0.0269333152332196
"587","Cu(I)-responsive transcriptional regulator","CP080275",221437,221838,"+",402,95.1722236552619,-0.26337156772041,0.203953402732266,-1.29133206012818,0.196588558113598,0.324783693153491
"589","3-keto-5-aminohexanoate cleavage protein_1","CP080275",222131,222967,"-",837,394.37122746941,0.388193586846689,0.167969870002779,2.3110905952375,0.0208278513567872,0.0531669158809664
"591","protocatechuate 3%2C4-dioxygenase subunit alpha","CP080275",222979,223623,"-",645,320.703010047082,0.208293333496823,0.118120542756794,1.76339634610121,0.0778336656451287,0.157522462719689
"593","protocatechuate 3%2C4-dioxygenase subunit beta","CP080275",223623,224348,"-",726,235.419687069963,0.216743109404612,0.157167686612783,1.37905643377322,0.167877354823799,0.286268754228345
"594","4-carboxymuconolactone decarboxylase","CP080275",224335,224760,"-",426,136.186616171794,0.343890576706008,0.210515848959905,1.63356145584794,0.10235096666739,0.196765352837912
"596","pca operon transcription factor PcaQ","CP080275",224847,225764,"+",918,190.387357220044,0.249640350756504,0.261511767545629,0.954604655459514,0.339777661999052,0.486233550791746
"597","branched-chain amino acid ABC transporter permease_2","CP080275",226002,226877,"+",876,30.8259988379268,0.624218655805343,0.324068186217489,1.9261954192147,0.0540799775928725,0.116588003641777
"599","branched-chain amino acid ABC transporter permease_3","CP080275",226882,227967,"+",1086,51.5766784023677,0.737225135565998,0.320864697331643,2.29761996784585,0.0215834281691999,0.0545854006678581
"602","ABC transporter ATP-binding protein_9","CP080275",227964,229504,"+",1541,55.7110447682462,0.369492292055069,0.265534986910162,1.39150134735382,0.164073451358955,0.280659694125667
"605","long-chain fatty acid--CoA ligase","CP080275",229548,231485,"+",1938,120.444534035973,0.271624609580149,0.208990601412573,1.29969772680796,0.193704589790105,0.32089574166936
"606","ABC transporter substrate-binding protein_9","CP080275",231532,232692,"+",1161,167.747760832678,-0.25464494431721,0.28759405975312,-0.885431863703323,0.37592375328022,0.526707115605093
"609","MBL fold metallo-hydrolase_1","CP080275",232847,233764,"+",918,285.317109446235,-0.317856637566984,0.177331173966543,-1.79244647434046,0.0730614759424542,0.149730926005523
"610","tetratricopeptide repeat protein_1","CP080275",234172,235836,"+",1665,27906.4142163973,-2.03675482736515,0.238771818390238,-8.53013073777563,1.4618241753846e-17,2.77673865752159e-16
"611","NADPH:quinone reductase","CP080275",235992,236981,"+",990,929.183004147395,-0.347992552153279,0.210364945136635,-1.65423260955979,0.0980802595418761,0.190473260900754
"613","LacI family DNA-binding transcriptional regulator_2","CP080275",237489,238460,"-",972,285.605196160996,-0.274051893994194,0.177866432064679,-1.54077355020276,0.123371908921629,0.226241089463391
"615","extracellular solute-binding protein_3","CP080275",238770,240071,"+",1302,1816.26495579906,0.10562595420045,0.215724171194051,0.489634302988866,0.624392698268441,0.743584317526172
"618","ABC transporter permease subunit_1","CP080275",240145,241026,"+",882,592.007812816316,0.112344168703164,0.194895991832022,0.576431396290549,0.564323628096104,0.695028261958363
"619","ABC transporter permease subunit_2","CP080275",241037,241918,"+",882,567.049429598076,0.63191501449927,0.181260199356789,3.48623148789229,0.000489876896036185,0.0020025160482507
"621","sn-glycerol-3-phosphate import ATP-binding protein UgpC","CP080275",241931,242977,"+",1047,954.630520601479,0.377329518043994,0.10426046532548,3.61910448860984,0.000295624263160344,0.00128115032547809
"623","endonuclease","CP080275",242974,243975,"+",1002,601.36185435013,0.290106693644985,0.172132417947364,1.68536930523858,0.0919173418977376,0.180897119260599
"625","trifunctional transcriptional activator/DNA repair protein Ada/methylated-DNA--[protein]-cysteine S-methyltransferase","CP080275",244078,245148,"+",1071,139.881300732451,-0.144623840423435,0.176862022511075,-0.81772128561053,0.41351635335657,0.563127258637844
"627","2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase","CP080275",245268,246788,"+",1521,1559.28812074248,0.254399512342029,0.129520601223569,1.96416253428985,0.0495112461099592,0.108515463632505
"629","peptidoglycan DD-metalloendopeptidase family protein_1","CP080275",246785,247969,"+",1185,485.407853311664,0.0952931630455276,0.144049182510375,0.661532133572951,0.508271114263532,0.649792035734408
"631","S41 family peptidase","CP080275",247973,249316,"+",1344,6626.73794745722,0.386322656265377,0.172249759173159,2.24280520402363,0.0249093787526183,0.061436697724481
"632","helix-turn-helix domain-containing protein_12","CP080275",249408,250280,"-",873,141.167379999958,0.783077459826929,0.216600588657769,3.61530624029927,0.000299992781310366,0.00129713753006
"633","4-hydroxybenzoate 3-monooxygenase","CP080275",250369,251550,"+",1182,524.236275518634,0.892573086044177,0.116531385314643,7.65950806844154,1.8664662399948e-14,2.81666723490125e-13
"634","NAD(P)H-binding protein_2","CP080275",251560,252216,"-",657,71.0757248043323,2.78371597466037,0.3151104070917,8.83409723072167,1.00909853390345e-18,2.08256119050992e-17
"635","ABC transporter ATP-binding protein_10","CP080275",252412,253341,"+",930,1319.47271906869,0.0163362572656405,0.10735402171967,0.152171823690955,0.879051416566082,0.924578046404766
"636","ABC transporter permease_12","CP080275",253338,254099,"+",762,672.929016901794,0.442923765762783,0.18879302079517,2.34608124758665,0.0189719713572925,0.0491417819824578
"637","S49 family peptidase","CP080275",254336,255133,"+",798,1751.93671006762,0.0923104522209709,0.204538619176925,0.45131062579983,0.651765687595633,0.764510551419745
"638","calcium/sodium antiporter","CP080275",255308,256252,"+",945,1093.24246895202,0.784533799971383,0.228194203065402,3.43800933342084,0.000586007499651223,0.00234035212726817
"639","SDR family oxidoreductase_2","CP080275",256287,257063,"+",777,555.454966547728,-0.384791572877225,0.166101753898236,-2.31660150387678,0.0205254493797295,0.0526654339595478
"640","excinuclease ABC subunit UvrC","CP080275",257378,259267,"+",1890,1733.99636976232,-0.15026906237402,0.109953724523784,-1.36665731902075,0.17173274182841,0.291152579174454
"641","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase","CP080275",259464,260135,"+",672,712.381536580122,0.0558676733350477,0.19816169585661,0.281929729625818,0.777997392860167,0.859157053792043
"642","molybdopterin converting factor subunit 1","CP080275",260135,260380,"+",246,81.1768266141771,0.803926798133035,0.353732019293474,2.27270010710016,0.0230442582046683,0.0574301421836969
"643","molybdenum cofactor biosynthesis protein MoaE","CP080275",260384,260845,"+",462,351.252091560796,0.316085366350955,0.169656655589568,1.86308851399044,0.0624498139670886,0.131079378629106
"644","hypothetical protein_111","CP080275",260897,261211,"-",315,754.949359638753,0.00824377833072597,0.142087156909422,0.0580191659122381,0.953733362051177,0.9733638001367
"645","OmpA family protein_1","CP080275",261208,263118,"-",1911,2410.51585784564,-0.149032155292768,0.0811935290794435,-1.83551764509396,0.0664290270802295,0.138200865357654
"646","4-hydroxybenzoate octaprenyltransferase","CP080275",263196,264158,"-",963,591.182841307033,0.167616685763125,0.123216425720874,1.36034367806474,0.173721192529432,0.29361111690012
"647","16S rRNA (uracil(1498)-N(3))-methyltransferase","CP080275",264170,264898,"+",729,759.512556807719,0.286758314529061,0.124775458643928,2.29819483450976,0.0215507025700862,0.0545854006678581
"648","GNAT family N-acetyltransferase_4","CP080275",264895,265803,"+",909,659.530577894904,0.331012084483889,0.124666729288627,2.65517581453136,0.00792670831226497,0.0233166897939613
"649","hypothetical protein_112","CP080275",265800,266327,"+",528,348.99688144739,0.198374587917905,0.158069831995499,1.2549806969084,0.209485767413468,0.338618399654792
"650","glutamate--cysteine ligase","CP080275",266392,267762,"+",1371,7093.3728692828,-0.115656100470967,0.123524551452815,-0.936300509580451,0.349118485876133,0.497186816486241
"651","hypothetical protein_113","CP080275",267979,268233,"+",255,1156.53440594135,0.134336181496959,0.251126884506254,0.534933492927608,0.592695847204184,0.719755962031036
"652","hypothetical protein_114","CP080275",268332,268805,"-",474,1614.53161593025,1.4304041288828,0.188735106855076,7.57889802654027,3.48502281726252e-14,5.09801422080777e-13
"653","glycerol-3-phosphate 1-O-acyltransferase PlsY","CP080275",269085,269690,"-",606,625.354091788065,-0.161624084856984,0.16806789290945,-0.961659494024016,0.336220675691102,0.483135317948298
"654","dihydroorotase_1","CP080275",269690,271000,"-",1311,1450.11010551223,0.125674200190175,0.139579373770514,0.900378020013178,0.367919113816098,0.518727908622548
"655","hypothetical protein_115","CP080275",270997,271404,"-",408,245.066665742049,0.102761538973607,0.210412600328464,0.488381108418372,0.625279920555155,0.744408711156714
"656","hypothetical protein_116","CP080275",271406,271963,"-",558,405.308478376479,0.33997655001169,0.165271165520265,2.05708327245991,0.0396782164641217,0.0904966729151832
"657","aspartate carbamoyltransferase catalytic subunit","CP080275",271967,272962,"-",996,1439.74849281452,0.083977438208518,0.136375900459188,0.615779165715932,0.538040279765066,0.675445907562252
"658","uracil-DNA glycosylase_1","CP080275",273070,273831,"+",762,788.61721713483,-0.0656921182180999,0.0919763574993207,-0.71422830827569,0.475086014946312,0.622683970156203
"659","molybdenum cofactor biosynthesis protein B","CP080275",273907,274449,"+",543,557.382140690694,-0.0348994702664558,0.174456035887599,-0.200047364878458,0.841443537917919,0.900906177165063
"660","HlyD family efflux transporter periplasmic adaptor subunit","CP080275",274587,276077,"+",1491,989.750789419581,0.121019306151984,0.26168601077142,0.462459975583842,0.64375149823288,0.759062143376509
"661","efflux RND transporter permease subunit_2","CP080275",276083,279475,"+",3393,1240.25636338095,0.190925136502306,0.220202727903883,0.867042558099658,0.385918691921345,0.536575952569445
"662","NUDIX hydrolase_1","CP080275",279513,280022,"-",510,203.728508692396,0.0618028795661788,0.170736036964994,0.361979115040899,0.717367637443268,0.81490914601559
"663","hypothetical protein_117","CP080275",280055,280909,"-",855,755.186874518004,0.0421491292555875,0.146343849839585,0.288014353194818,0.773335751728888,0.857067024702727
"664","YqgE/AlgH family protein","CP080275",281087,281644,"+",558,539.806351844278,0.277139729768614,0.153940127656051,1.80030856144168,0.0718119298051313,0.147566172226045
"665","threonylcarbamoyl-AMP synthase","CP080275",281681,282628,"-",948,432.560545979513,-0.241924185126575,0.166568209553305,-1.45240310726373,0.146389552835111,0.258159497794205
"666","acyl-CoA dehydrogenase_2","CP080275",282761,284467,"+",1707,380.181889972907,0.600733071084456,0.17192297560316,3.49419889329448,0.000475486639370304,0.00195836892029754
"667","MBL fold metallo-hydrolase_2","CP080275",284464,285501,"+",1038,127.903955070652,0.434485224859965,0.262494539514951,1.65521624054667,0.097880642035093,0.190338027814977
"668","DUF6173 family protein","CP080275",285526,285990,"+",465,668.790971565438,0.454591305431395,0.220833048951634,2.05852931700888,0.0395393500020962,0.0902338543383163
"669","hypothetical protein_118","CP080275",286073,286558,"+",486,121.462866103101,0.751067640635907,0.283602001585276,2.64831572569162,0.00808939372148346,0.0237032273435333
"670","aa3-type cytochrome c oxidase subunit IV","CP080275",286647,286781,"+",135,851.657947618662,0.0615225293144567,0.330434903976502,0.186186533486885,0.852298484037915,0.905670919024982
