"GeneID" "Chr" "Start" "End" "Strand" "Length"
"361" "ATP-binding cassette domain-containing protein_4" "CP080276" 98969 100465 "+" 1497
"362" "hypothetical protein_77" "CP080277" 99192 99371 "-" 180
"363" "hypothetical protein_78" "CP080277" 99660 99845 "+" 186
"364" "DUF4326 domain-containing protein" "CP080277" 99866 100177 "+" 312
"365" "MFS transporter_4" "CP080275" 100175 101416 "+" 1242
"366" "hypothetical protein_79" "CP080277" 100192 100584 "-" 393
"367" "gamma-glutamylcyclotransferase_1" "CP080276" 100462 101019 "-" 558
"368" "hypothetical protein_80" "CP080277" 100606 101328 "-" 723
"369" "M23 family metallopeptidase_2" "CP080276" 101104 101790 "-" 687
"370" "DNA cytosine methyltransferase_1" "CP080277" 101345 102892 "-" 1548
"371" "NAD(P)-binding domain-containing protein" "CP080275" 101435 102355 "-" 921
"372" "hypothetical protein_81" "CP080276" 101787 102362 "-" 576
"373" "HAD family phosphatase_1" "CP080275" 102352 102972 "-" 621
"374" "acyl-CoA/acyl-ACP dehydrogenase_1" "CP080276" 102402 103595 "-" 1194
"375" "hypothetical protein_82" "CP080277" 102885 103729 "-" 845
"376" "DMT family transporter_2" "CP080275" 102984 103949 "-" 966
"377" "acyl-CoA thioesterase_2" "CP080276" 103619 104035 "-" 417
"378" "hypothetical protein_83" "CP080277" 103795 104268 "-" 474
"379" "YaiI/YqxD family protein" "CP080275" 104030 104485 "-" 456
"380" "prephenate dehydratase_1" "CP080276" 104073 104675 "-" 603
"381" "DUF3768 domain-containing protein" "CP080277" 104471 104815 "-" 345
"382" "Si-specific NAD(P)(+) transhydrogenase" "CP080275" 104482 105975 "-" 1494
"383" "hypothetical protein_84" "CP080277" 105051 105266 "-" 216
"384" "glutathione S-transferase family protein_1" "CP080276" 105197 105889 "-" 693
"385" "hypothetical protein_85" "CP080277" 105279 105961 "-" 683
"386" "hypothetical protein_86" "CP080277" 105973 106170 "-" 198
"387" "S-formylglutathione hydrolase" "CP080275" 105979 106812 "-" 834
"388" "LysR family transcriptional regulator_2" "CP080276" 106103 106993 "-" 891
"389" "AEC family transporter_1" "CP080275" 106990 107928 "-" 939
"390" "LysR family transcriptional regulator_3" "CP080276" 107264 108187 "-" 924
"391" "ATP-binding cassette domain-containing protein_5" "CP080276" 108238 109272 "-" 1035
"392" "TetR/AcrR family transcriptional regulator_2" "CP080275" 108287 108910 "+" 624
"393" "cytochrome c_1" "CP080275" 108937 109485 "-" 549
"394" "ABC transporter ATP-binding protein_5" "CP080276" 109269 110261 "-" 993
"395" "ArsR family transcriptional regulator" "CP080275" 109649 110350 "+" 702
"396" "ABC transporter permease_6" "CP080276" 110267 112191 "-" 1925
"397" "DUF2794 domain-containing protein" "CP080275" 110419 110763 "+" 345
"398" "C40 family peptidase" "CP080275" 110801 111646 "-" 846
"399" "leucyl aminopeptidase family protein" "CP080275" 111658 113052 "-" 1395
"400" "ABC transporter substrate-binding protein_7" "CP080276" 112343 113899 "-" 1557
"401" "hypothetical protein_87" "CP080275" 113351 113746 "-" 396
"402" "carbonic anhydrase" "CP080275" 113885 114535 "+" 651
"403" "calcium-binding protein_2" "CP080276" 114428 115351 "+" 924
"404" "DUF3095 domain-containing protein" "CP080275" 114569 115723 "-" 1155
"405" "DUF995 domain-containing protein" "CP080276" 115471 115959 "+" 489
"406" "MFS transporter_5" "CP080275" 115897 117075 "+" 1179
"407" "hypothetical protein_88" "CP080276" 116725 117369 "-" 645
"408" "aspartate-semialdehyde dehydrogenase" "CP080275" 117154 118176 "+" 1023
"409" "selenium-binding family protein_1" "CP080276" 117391 118788 "-" 1398
"410" "hypothetical protein_89" "CP080275" 118306 118641 "+" 336
"411" "DUF4139 domain-containing protein" "CP080275" 118850 120442 "+" 1593
"412" "nuclear transport factor 2 family protein_1" "CP080276" 119584 120576 "-" 993
"413" "branched-chain amino acid ABC transporter permease_1" "CP080275" 120451 122549 "-" 2099
"414" "ester cyclase_1" "CP080276" 121531 122739 "+" 1209
"415" "ABC transporter ATP-binding protein_6" "CP080275" 122609 124127 "-" 1519
"416" "extracellular solute-binding protein_1" "CP080276" 122768 123997 "+" 1230
"417" "sugar ABC transporter permease_3" "CP080276" 124067 125113 "+" 1047
"418" "substrate-binding domain-containing protein_1" "CP080275" 124220 125404 "-" 1185
"419" "carbohydrate ABC transporter permease_2" "CP080276" 125110 125949 "+" 840
"420" "HpcH/HpaI aldolase/citrate lyase family protein" "CP080275" 125547 126317 "-" 771
"421" "ester cyclase_2" "CP080276" 125953 126390 "+" 438
"422" "LacI family DNA-binding transcriptional regulator_1" "CP080276" 126417 127442 "+" 1026
"423" "pyridoxal-dependent decarboxylase_1" "CP080275" 126455 127864 "-" 1410
"424" "hypothetical protein_90" "CP080276" 127743 127985 "+" 243
"425" "homoprotocatechuate degradation operon regulator HpaR" "CP080275" 128093 128527 "+" 435
"426" "sodium:alanine symporter family protein_2" "CP080276" 128202 129656 "-" 1455
"427" "DUF4147 domain-containing protein" "CP080275" 128537 129811 "-" 1275
"428" "sulfatase-like hydrolase/transferase_1" "CP080275" 129804 131381 "-" 1578
"429" "hypothetical protein_91" "CP080276" 129878 130585 "-" 708
"430" "DeoR/GlpR family DNA-binding transcription regulator_1" "CP080275" 131569 132405 "+" 837
"431" "IclR family transcriptional regulator_2" "CP080276" 131635 132477 "+" 843
"432" "Na/Pi cotransporter family protein" "CP080275" 132504 134180 "+" 1677
"433" "zinc-binding dehydrogenase" "CP080276" 132509 133672 "+" 1164
"434" "FAD binding domain-containing protein" "CP080276" 133695 134615 "+" 921
"435" "DMT family transporter_3" "CP080275" 134220 135059 "+" 840
"436" "extracellular solute-binding protein_2" "CP080275" 135365 136489 "+" 1125
"437" "ABC transporter ATP-binding protein_7" "CP080275" 136643 137755 "+" 1113
"438" "tripartite tricarboxylate transporter substrate binding protein_2" "CP080276" 137600 138565 "+" 966
"439" "ABC transporter permease_7" "CP080275" 137769 140011 "+" 2243
"440" "tripartite tricarboxylate transporter TctB family protein_2" "CP080276" 138587 139090 "+" 504
"441" "tripartite tricarboxylate transporter permease_2" "CP080276" 139095 140609 "+" 1515
"442" "glycosyltransferase_5" "CP080275" 140112 143561 "-" 3450
"443" "thiamine pyrophosphate-dependent enzyme_1" "CP080276" 140602 142494 "+" 1893
"444" "NAD-dependent succinate-semialdehyde dehydrogenase_2" "CP080276" 142504 143946 "+" 1443
"445" "DUF3131 domain-containing protein" "CP080275" 143852 146245 "+" 2394
"446" "dihydroxy-acid dehydratase_1" "CP080276" 143953 145695 "+" 1743
"447" "Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha_1" "CP080276" 145692 147263 "+" 1572
"448" "hypothetical protein_92" "CP080275" 146253 146873 "-" 621
"449" "NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta_1" "CP080276" 147277 148710 "+" 1434
"450" "hypothetical protein_93" "CP080275" 148167 148346 "+" 180
"451" "UDP-N-acetylglucosamine 1-carboxyvinyltransferase" "CP080275" 148353 149624 "+" 1272
"452" "BLUF domain-containing protein" "CP080276" 148745 149179 "+" 435
"453" "XdhC family protein_1" "CP080276" 149291 150217 "+" 927
"454" "DUF2948 family protein" "CP080275" 149624 150100 "+" 477
"455" "GNAT family N-acetyltransferase_2" "CP080275" 150097 150639 "+" 543
"456" "histidinol dehydrogenase_1" "CP080275" 150709 152010 "+" 1302
"457" "TetR family transcriptional regulator C-terminal domain-containing protein_1" "CP080276" 150906 151607 "-" 702
"458" "adenosine deaminase" "CP080276" 151886 152899 "+" 1014
"459" "UPF0262 family protein" "CP080275" 152173 152652 "+" 480
"460" "low molecular weight phosphatase family protein" "CP080275" 152656 153114 "+" 459
"461" "ABC transporter substrate-binding protein_8" "CP080276" 152939 154555 "+" 1617
"462" "nuclear transport factor 2 family protein_2" "CP080275" 153111 153506 "+" 396
"463" "GNAT family N-acetyltransferase_3" "CP080275" 153506 154096 "+" 591
"464" "carbon-nitrogen hydrolase family protein_1" "CP080275" 154119 154997 "+" 879
"465" "ABC transporter permease_8" "CP080276" 154634 155596 "+" 963
"466" "translation initiation factor IF-1" "CP080275" 155082 155300 "+" 219
"467" "Maf family protein_1" "CP080275" 155501 156082 "+" 582
"468" "ABC transporter permease_9" "CP080276" 155598 156470 "+" 873
"469" "ribonuclease E/G" "CP080275" 156079 157101 "+" 1023
"470" "ABC transporter ATP-binding protein_8" "CP080276" 156475 157470 "+" 996
"471" "DNA gyrase inhibitor YacG" "CP080275" 157098 157280 "+" 183
"472" "ATP-binding cassette domain-containing protein_6" "CP080276" 157467 158465 "+" 999
"473" "tyrosine-type recombinase/integrase_1" "CP080275" 157468 158580 "-" 1113
"474" "VOC family protein_1" "CP080276" 158487 158963 "+" 477
"475" "hypothetical protein_94" "CP080275" 158829 159044 "-" 216
"476" "helix-turn-helix transcriptional regulator_3" "CP080275" 159170 159565 "+" 396
"477" "DUF3299 domain-containing protein_2" "CP080276" 159366 159866 "-" 501
"478" "hypothetical protein_95" "CP080275" 159574 159816 "+" 243
"479" "ABC transporter permease_10" "CP080276" 159890 161140 "-" 1251
"480" "N-6 DNA methylase" "CP080275" 160704 163802 "+" 3099
"481" "ATP-binding cassette domain-containing protein_7" "CP080276" 161137 161832 "-" 696
"482" "DUF2796 domain-containing protein" "CP080276" 161839 162435 "-" 597
"483" "transcriptional repressor_1" "CP080276" 162464 162850 "-" 387
"484" "glycosyltransferase family 2 protein_3" "CP080276" 163011 165317 "-" 2307
"485" "hypothetical protein_96" "CP080275" 163799 164455 "+" 657
"486" "hypothetical protein_97" "CP080275" 164737 165165 "-" 429
"487" "helix-turn-helix domain-containing protein_7" "CP080275" 165368 165733 "-" 366
"488" "AraC family transcriptional regulator_1" "CP080276" 165425 166450 "-" 1026
"489" "helix-turn-helix domain-containing protein_8" "CP080275" 166081 166500 "-" 420
"490" "acyl-CoA dehydrogenase_1" "CP080276" 166572 168344 "+" 1773
"491" "mercury transporter" "CP080275" 166577 166966 "+" 390
"492" "hypothetical protein_98" "CP080275" 166980 167285 "+" 306
"493" "hypothetical protein_99" "CP080275" 167295 167549 "+" 255
"494" "mercury resistance system transport protein MerF" "CP080275" 167546 167755 "+" 210
"495" "mercury(II) reductase" "CP080275" 167767 169200 "+" 1434
"496" "methylthioacryloyl-CoA hydratase" "CP080276" 168403 169206 "+" 804
"497" "chloramphenicol phosphotransferase CPT family protein_1" "CP080275" 169444 169998 "+" 555
"498" "PLP-dependent aminotransferase family protein_1" "CP080276" 169635 170792 "+" 1158
"499" "hypothetical protein_100" "CP080275" 170182 170481 "-" 300
"500" "type IV secretion system protein_1" "CP080275" 170478 171374 "-" 897
"501" "sarcosine oxidase subunit beta family protein_1" "CP080276" 171272 172522 "+" 1251
"502" "EexN family lipoprotein" "CP080275" 171377 171613 "-" 237
"503" "type IV secretion system protein_2" "CP080275" 171616 172362 "-" 747
"504" "hypothetical protein_101" "CP080275" 172317 172793 "-" 477
"505" "sarcosine oxidase subunit delta_1" "CP080276" 172535 172843 "+" 309
"506" "plasmid recombination protein" "CP080275" 172829 174040 "-" 1212
"507" "sarcosine oxidase subunit alpha family protein_1" "CP080276" 172840 175806 "+" 2967
"508" "helix-turn-helix domain-containing protein_9" "CP080275" 174101 174826 "-" 726
"509" "hypothetical protein_102" "CP080275" 175526 175813 "+" 288
"510" "sarcosine oxidase subunit gamma_1" "CP080276" 175799 176362 "+" 564
"511" "helix-turn-helix domain-containing protein_10" "CP080276" 176396 177403 "-" 1008
"512" "PLP-dependent aminotransferase family protein_2" "CP080275" 176591 177925 "+" 1335
"513" "LysR family transcriptional regulator_4" "CP080276" 177400 178296 "-" 897
"514" "aldehyde dehydrogenase family protein_4" "CP080276" 178407 179855 "+" 1449
"515" "catalase_2" "CP080275" 178576 180633 "-" 2058
"516" "dipeptidase_1" "CP080276" 179855 180847 "+" 993
"517" "Y4yA family PLP-dependent enzyme" "CP080275" 180666 182051 "-" 1386
"518" "BCCT family transporter_1" "CP080276" 180914 182458 "+" 1545
"519" "FAD/NAD(P)-binding protein_2" "CP080275" 182120 183697 "-" 1578
"520" "hypothetical protein_103" "CP080276" 182562 184253 "+" 1692
"521" "2%2C3-diaminopropionate biosynthesis protein SbnA" "CP080275" 183694 184719 "-" 1026
"522" "DUF3726 domain-containing protein" "CP080276" 184250 184900 "+" 651
"523" "Ldh family oxidoreductase" "CP080276" 184963 185970 "+" 1008
"524" "DUF998 domain-containing protein_1" "CP080275" 185359 185997 "-" 639
"525" "FAD-dependent oxidoreductase_1" "CP080276" 186052 188472 "-" 2421
"526" "PRC-barrel domain-containing protein_2" "CP080275" 186112 186531 "-" 420
"527" "hypothetical protein_104" "CP080275" 186901 187689 "-" 789
"528" "glycosyltransferase family 2 protein_4" "CP080275" 188091 189041 "+" 951
"529" "hypothetical protein_105" "CP080276" 188617 188856 "-" 240
"530" "aldehyde dehydrogenase family protein_5" "CP080276" 188860 190311 "-" 1452
"531" "NAD(P)-dependent oxidoreductase_1" "CP080275" 189043 189840 "+" 798
"532" "glycosyltransferase_6" "CP080275" 189821 190609 "+" 789
"533" "aromatic ring-hydroxylating dioxygenase subunit alpha_1" "CP080276" 190308 191462 "-" 1155
"534" "DegT/DnrJ/EryC1/StrS family aminotransferase_1" "CP080275" 190606 191802 "+" 1197
"535" "LysR substrate-binding domain-containing protein_3" "CP080276" 191553 192458 "-" 906
"536" "GDP-mannose 4%2C6-dehydratase_2" "CP080275" 191844 192971 "+" 1128
"537" "PDR/VanB family oxidoreductase" "CP080276" 192591 193547 "+" 957
"538" "hypothetical protein_106" "CP080275" 193084 193590 "-" 507
"539" "hypothetical protein_107" "CP080276" 193628 194377 "-" 750
"540" "formate/nitrite transporter family protein" "CP080275" 194207 195052 "+" 846
"541" "MarR family transcriptional regulator_1" "CP080276" 194459 195016 "+" 558
"542" "MOSC domain-containing protein_1" "CP080276" 195003 195704 "+" 702
"543" "DUF1328 domain-containing protein_1" "CP080275" 195163 195324 "+" 162
"544" "NAD(P)/FAD-dependent oxidoreductase_1" "CP080275" 195430 196758 "-" 1329
"545" "NAD(P)/FAD-dependent oxidoreductase_2" "CP080276" 195752 197239 "-" 1488
"546" "YihY/virulence factor BrkB family protein_1" "CP080275" 197009 197977 "+" 969
"547" "cupin domain-containing protein_1" "CP080276" 197366 197806 "-" 441
"548" "AraC family transcriptional regulator_2" "CP080276" 197963 198970 "+" 1008
"549" "MFS transporter_6" "CP080275" 198010 199281 "-" 1272
"550" "TetR/AcrR family transcriptional regulator_3" "CP080276" 199068 199676 "+" 609
"551" "helix-turn-helix domain-containing protein_11" "CP080275" 199374 199778 "-" 405
"552" "formylglycine-generating enzyme family protein" "CP080276" 199679 200437 "-" 759
"553" "MFS transporter_7" "CP080275" 199858 201099 "+" 1242
"554" "copper-containing nitrite reductase" "CP080276" 200475 201698 "-" 1224
"555" "trypsin-like serine protease_1" "CP080275" 201556 202269 "+" 714
"556" "Crp/Fnr family transcriptional regulator_1" "CP080276" 201911 202600 "+" 690
"557" "HlyD family type I secretion periplasmic adaptor subunit_3" "CP080275" 202505 203674 "-" 1170
"558" "DUF1858 domain-containing protein" "CP080276" 202675 202902 "-" 228
"559" "cytochrome c_2" "CP080276" 203033 203485 "+" 453
"560" "cbb3-type cytochrome c oxidase subunit I" "CP080276" 203498 204856 "+" 1359
"561" "ATP-binding cassette domain-containing protein_8" "CP080275" 203671 206037 "-" 2367
"562" "CbbQ/NirQ/NorQ/GpvN family protein" "CP080276" 204860 205654 "+" 795
"563" "VWA domain-containing protein_1" "CP080276" 205659 207590 "+" 1932
"564" "TolC family protein" "CP080275" 206034 207338 "-" 1305
"565" "Ig-like domain-containing protein" "CP080275" 207442 211134 "-" 3693
"566" "protein NnrT" "CP080276" 207592 207774 "+" 183
"567" "NnrT protein" "CP080276" 207771 208001 "+" 231
"568" "NnrS family protein" "CP080276" 208027 209250 "+" 1224
"569" "hypothetical protein_108" "CP080276" 209369 209749 "+" 381
"570" "PepSY domain-containing protein_1" "CP080276" 209809 211197 "+" 1389
"571" "PrkA family serine protein kinase" "CP080275" 211839 213773 "+" 1935
"572" "hypothetical protein_109" "CP080276" 212419 212763 "-" 345
"573" "response regulator_2" "CP080276" 212760 213146 "-" 387
"574" "protein-glutamate O-methyltransferase" "CP080276" 213182 214045 "-" 864
"575" "YeaH/YhbH family protein" "CP080275" 213795 215132 "+" 1338
"576" "chemotaxis protein CheW" "CP080276" 214042 214530 "-" 489
"577" "chemotaxis protein CheA_1" "CP080276" 214514 216649 "-" 2136
"578" "SpoVR family protein" "CP080275" 215119 216627 "+" 1509
"579" "GntR family transcriptional regulator_2" "CP080275" 216635 217300 "-" 666
"580" "response regulator_3" "CP080276" 216651 217025 "-" 375
"581" "STAS domain-containing protein_3" "CP080276" 217022 217309 "-" 288
"582" "S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase" "CP080275" 217479 218591 "-" 1113
"583" "methyl-accepting chemotaxis protein_3" "CP080276" 217701 220118 "+" 2418
"584" "cadmium-translocating P-type ATPase_1" "CP080275" 218924 221440 "+" 2517
"585" "CheB methylesterase domain-containing protein" "CP080276" 220275 221216 "+" 942
"586" "chemotaxis protein CheD" "CP080276" 221241 221795 "+" 555
"587" "Cu(I)-responsive transcriptional regulator" "CP080275" 221437 221838 "+" 402
"588" "molybdate ABC transporter substrate-binding protein" "CP080276" 222060 222800 "+" 741
"589" "3-keto-5-aminohexanoate cleavage protein_1" "CP080275" 222131 222967 "-" 837
"590" "molybdate ABC transporter permease subunit" "CP080276" 222810 223508 "+" 699
"591" "protocatechuate 3%2C4-dioxygenase subunit alpha" "CP080275" 222979 223623 "-" 645
"592" "molybdenum ABC transporter ATP-binding protein" "CP080276" 223502 224593 "+" 1092
"593" "protocatechuate 3%2C4-dioxygenase subunit beta" "CP080275" 223623 224348 "-" 726
"594" "4-carboxymuconolactone decarboxylase" "CP080275" 224335 224760 "-" 426
"595" "FAD-binding oxidoreductase_2" "CP080276" 224800 226101 "+" 1302
"596" "pca operon transcription factor PcaQ" "CP080275" 224847 225764 "+" 918
"597" "branched-chain amino acid ABC transporter permease_2" "CP080275" 226002 226877 "+" 876
"598" "zinc ABC transporter substrate-binding protein_1" "CP080276" 226095 227141 "-" 1047
"599" "branched-chain amino acid ABC transporter permease_3" "CP080275" 226882 227967 "+" 1086
"600" "transcriptional repressor_2" "CP080276" 227236 227718 "+" 483
"601" "metal ABC transporter ATP-binding protein_1" "CP080276" 227715 228491 "+" 777
"602" "ABC transporter ATP-binding protein_9" "CP080275" 227964 229504 "+" 1541
"603" "metal ABC transporter permease_1" "CP080276" 228491 229288 "+" 798
"604" "response regulator_4" "CP080276" 229420 231699 "-" 2280
