"Start","GeneID.x","Chr.x","End.x","Strand.x","Length.x","GeneID.y","Chr.y","End.y","Strand.y","Length.y"
300576,"OL67_000277","1",301796,"-",1220,"polyprenyl synthetase family protein","CP080275",301574,"-",998
301632,NA,NA,NA,NA,NA,"DUF2007 domain-containing protein","CP080275",301844,"+",212
301844,"OL67_000278","1",302611,"+",767,"methyltransferase","CP080275",302611,"+",767
302770,"OL67_000279","1",302949,"+",179,"DUF465 domain-containing protein","CP080275",302949,"+",179
303065,"OL67_000280","1",303931,"-",866,"EamA family transporter","CP080275",303931,"-",866
303928,"OL67_000281","1",304869,"-",941,"transcriptional regulator GcvA","CP080275",304869,"-",941
304983,"OL67_000282","1",305129,"+",146,NA,NA,NA,NA,NA
305204,"OL67_000283","1",305926,"-",722,"acetoacetyl-CoA reductase","CP080275",305926,"-",722
306132,"OL67_000284","1",307307,"-",1175,"acetyl-CoA C-acetyltransferase","CP080275",307307,"-",1175
307604,"OL67_000285","1",308416,"-",812,"EAL domain-containing protein","CP080275",308425,"-",821
308562,"OL67_000286","1",309497,"-",935,"sterol desaturase family protein","CP080275",309497,"-",935
309490,"OL67_000287","1",309930,"-",440,"hypothetical protein","CP080275",309930,"-",440
310049,"OL67_000288","1",310612,"-",563,"TlpA family protein disulfide reductase","CP080275",310612,"-",563
310635,"OL67_000289","1",312029,"+",1394,"argininosuccinate lyase","CP080275",312029,"+",1394
312111,"OL67_000290","1",312296,"+",185,"hypothetical protein","CP080275",312296,"+",185
312349,"OL67_000291","1",313614,"+",1265,"diaminopimelate decarboxylase","CP080275",313614,"+",1265
313667,"OL67_000292","1",316480,"+",2813,"DUF4175 domain-containing protein","CP080275",316480,"+",2813
316536,"OL67_000293","1",317417,"-",881,"zinc-ribbon domain-containing protein","CP080275",317417,"-",881
317563,"OL67_000294","1",318312,"+",749,NA,NA,NA,NA,NA
317635,NA,NA,NA,NA,NA,"ATP-binding cassette domain-containing protein","CP080275",318312,"+",677
318309,"OL67_000295","1",319208,"+",899,"cell division protein FtsX","CP080275",319208,"+",899
319205,"OL67_000296","1",319954,"+",749,"1-acyl-sn-glycerol-3-phosphate acyltransferase","CP080275",319954,"+",749
319932,"OL67_000297","1",320537,"+",605,"pyridoxamine 5'-phosphate oxidase family protein","CP080275",320537,"+",605
320611,"OL67_000298","1",320925,"-",314,"EthD family reductase","CP080275",320925,"-",314
321046,"OL67_000299","1",322443,"-",1397,"dihydrolipoyl dehydrogenase","CP080275",322443,"-",1397
322534,"OL67_000300","1",322923,"-",389,"MAPEG family protein","CP080275",322923,"-",389
322920,"OL67_000301","1",323447,"-",527,"hypothetical protein","CP080275",323447,"-",527
323464,"OL67_000302","1",323898,"-",434,"hypothetical protein","CP080275",323898,"-",434
323906,"OL67_000303","1",325459,"-",1553,"2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase","CP080275",325459,"-",1553
325466,"OL67_000304","1",328423,"-",2957,"2-oxoglutarate dehydrogenase E1 component","CP080275",328423,"-",2957
328688,"OL67_000305","1",329572,"-",884,"succinate--CoA ligase subunit alpha","CP080275",329572,"-",884
329589,"OL67_000306","1",329945,"-",356,"hypothetical protein","CP080275",329945,"-",356
329954,"OL67_000307","1",331147,"-",1193,"ADP-forming succinate--CoA ligase subunit beta","CP080275",331147,"-",1193
331761,"OL67_000308","1",332723,"-",962,"malate dehydrogenase","CP080275",332723,"-",962
332887,"OL67_000309","1",333642,"+",755,"sulfite exporter TauE/SafE family protein","CP080275",333642,"+",755
333753,"OL67_000310","1",334082,"-",329,"hypothetical protein","CP080275",334082,"-",329
334467,"OL67_000311","1",335321,"+",854,"CoA ester lyase","CP080275",335321,"+",854
335357,"OL67_000312","1",335905,"+",548,"NnrU family protein","CP080275",335905,"+",548
335912,"OL67_000313","1",336115,"+",203,"DUF1737 domain-containing protein","CP080275",336115,"+",203
336115,"OL67_000314","1",337146,"+",1031,"MaoC family dehydratase","CP080275",337146,"+",1031
337228,"OL67_000315","1",337860,"+",632,"phosphoglycerate mutase family protein","CP080275",337860,"+",632
337893,NA,NA,NA,NA,NA,"DUF1194 domain-containing protein","CP080275",338582,"+",689
337911,"OL67_000316","1",338582,"+",671,NA,NA,NA,NA,NA
338774,"OL67_000317","1",339157,"+",383,"succinate dehydrogenase%2C cytochrome b556 subunit","CP080275",339157,"+",383
339176,"OL67_000318","1",339547,"+",371,"succinate dehydrogenase%2C hydrophobic membrane anchor protein","CP080275",339547,"+",371
339563,"OL67_000319","1",341368,"+",1805,"succinate dehydrogenase flavoprotein subunit","CP080275",341368,"+",1805
341453,"OL67_000320","1",342367,"+",914,"hypothetical protein","CP080275",342367,"+",914
342367,"OL67_000321","1",342501,"+",134,NA,NA,NA,NA,NA
342518,"OL67_000322","1",343297,"+",779,"succinate dehydrogenase iron-sulfur subunit","CP080275",343297,"+",779
343510,"OL67_000323","1",343710,"+",200,"hypothetical protein","CP080275",343710,"+",200
344218,NA,NA,NA,NA,NA,"type III PLP-dependent enzyme","CP080275",345399,"+",1181
344224,"OL67_000324","1",345399,"+",1175,NA,NA,NA,NA,NA
345492,"OL67_000325","1",346367,"+",875,"DUF1989 domain-containing protein","CP080275",346367,"+",875
346443,"OL67_000326","1",347147,"-",704,"purine-nucleoside phosphorylase","CP080275",347147,"-",704
347171,"OL67_000327","1",347488,"-",317,"H-NS histone family protein","CP080275",347488,"-",317
347609,"OL67_000328","1",349576,"-",1967,"protein meaA","CP080275",349576,"-",1967
349918,"OL67_000329","1",351321,"+",1403,"1-acyl-sn-glycerol-3-phosphate acyltransferase","CP080275",351321,"+",1403
351483,"OL67_000330","1",352763,"+",1280,"crotonyl-CoA carboxylase/reductase","CP080275",352763,"+",1280
353083,"OL67_000331","1",353802,"+",719,"LuxR family transcriptional regulator","CP080275",353802,"+",719
353897,"OL67_000332","1",354538,"+",641,"autoinducer synthase","CP080275",354538,"+",641
354647,"OL67_000333","1",356185,"+",1538,"ATP-dependent helicase","CP080275",356185,"+",1538
356182,"OL67_000334","1",356940,"+",758,"SDR family oxidoreductase","CP080275",356940,"+",758
357036,"OL67_000335","1",357830,"-",794,"TIGR02186 family protein","CP080275",357926,"-",890
357928,"OL67_000336","1",359022,"-",1094,"sulfite exporter TauE/SafE family protein","CP080275",358851,"-",923
359085,"OL67_000337","1",360050,"-",965,"ABC transporter permease","CP080275",361144,"-",2059
360050,"OL67_000338","1",361144,"-",1094,NA,NA,NA,NA,NA
361145,"OL67_000339","1",362674,"-",1529,"ABC transporter ATP-binding protein","CP080275",362674,"-",1529
362873,"OL67_000340","1",363868,"-",995,"BMP family ABC transporter substrate-binding protein","CP080275",363868,"-",995
363998,"OL67_000341","1",364462,"-",464,"GNAT family N-acetyltransferase","CP080275",364414,"-",416
364479,"OL67_000342","1",365075,"-",596,"tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB","CP080275",365075,"-",596
365065,"OL67_000343","1",365628,"-",563,"NifU family protein","CP080275",365628,"-",563
365791,"OL67_000344","1",366246,"-",455,"universal stress protein","CP080275",366246,"-",455
366333,"OL67_000345","1",367199,"-",866,"branched-chain amino acid aminotransferase","CP080275",367199,"-",866
367326,"OL67_000346","1",368093,"-",767,"phenylacetate-CoA oxygenase subunit PaaI","CP080275",368093,"-",767
368156,"OL67_000347","1",369229,"-",1073,"2Fe-2S iron-sulfur cluster-binding protein","CP080275",369229,"-",1073
369240,"OL67_000348","1",369713,"-",473,"phenylacetate-CoA oxygenase subunit PaaJ","CP080275",369713,"-",473
369784,"OL67_000349","1",370557,"-",773,"phenylacetate-CoA oxygenase subunit PaaC","CP080275",370557,"-",773
370557,"OL67_000350","1",370841,"-",284,"1%2C2-phenylacetyl-CoA epoxidase subunit B","CP080275",370841,"-",284
370916,"OL67_000351","1",371893,"-",977,"1%2C2-phenylacetyl-CoA epoxidase subunit A","CP080275",371893,"-",977
371917,"OL67_000352","1",373119,"-",1202,"3-oxoadipyl-CoA thiolase","CP080275",373119,"-",1202
373455,"OL67_000353","1",375101,"+",1646,"sulfatase-like hydrolase/transferase","CP080275",375101,"+",1646
375376,"OL67_000354","1",377469,"+",2093,"3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein","CP080275",377469,"+",2093
377471,"OL67_000355","1",378646,"+",1175,"acetyl-CoA C-acyltransferase","CP080275",378646,"+",1175
378736,"OL67_000356","1",379935,"+",1199,"acyl-CoA dehydrogenase family protein","CP080275",379935,"+",1199
379932,"OL67_000357","1",381077,"+",1145,"acyl-CoA/acyl-ACP dehydrogenase","CP080275",381077,"+",1145
381058,"OL67_000358","1",381522,"+",464,"PaaI family thioesterase","CP080275",381522,"+",464
381586,"OL67_000359","1",383091,"+",1505,"acyl--CoA ligase","CP080275",383091,"+",1505
383157,"OL67_000360","1",383846,"-",689,"ribulose-phosphate 3-epimerase","CP080275",383846,"-",689
384023,"OL67_000361","1",384841,"+",818,"phosphonate ABC transporter ATP-binding protein","CP080275",384841,"+",818
384899,"OL67_000362","1",385807,"+",908,"phosphonate ABC transporter substrate-binding protein","CP080275",385807,"+",908
385967,"OL67_000363","1",386836,"+",869,"phosphonate ABC transporter%2C permease protein PhnE","CP080275",388203,"+",2236
386833,"OL67_000364","1",388203,"+",1370,NA,NA,NA,NA,NA
388226,"OL67_000365","1",388864,"+",638,NA,NA,NA,NA,NA
388250,NA,NA,NA,NA,NA,"chloramphenicol acetyltransferase","CP080275",388864,"+",614
388908,"OL67_000366","1",389642,"-",734,"phosphonate metabolism transcriptional regulator PhnF","CP080275",389642,"-",734
389751,"OL67_000367","1",390227,"+",476,"phosphonate C-P lyase system protein PhnG","CP080275",390227,"+",476
390227,"OL67_000368","1",390823,"+",596,"phosphonate C-P lyase system protein PhnH","CP080275",390823,"+",596
390827,"OL67_000369","1",391936,"+",1109,"carbon-phosphorus lyase complex subunit PhnI","CP080275",391936,"+",1109
391970,NA,NA,NA,NA,NA,"alpha-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase PhnJ","CP080275",392836,"+",866
391979,"OL67_000370","1",392836,"+",857,NA,NA,NA,NA,NA
392836,"OL67_000371","1",393606,"+",770,"phosphonate C-P lyase system protein PhnK","CP080275",393606,"+",770
393616,"OL67_000372","1",394299,"+",683,"phosphonate C-P lyase system protein PhnL","CP080275",394299,"+",683
394296,"OL67_000373","1",394868,"+",572,"phosphonate metabolism protein/1%2C5-bisphosphokinase (PRPP-forming) PhnN","CP080275",394868,"+",572
394850,"OL67_000374","1",395533,"-",683,"DUF1045 domain-containing protein","CP080275",395533,"-",683
395586,"OL67_000375","1",396728,"+",1142,"alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase","CP080275",396728,"+",1142
396801,"OL67_000376","1",397280,"-",479,"class I SAM-dependent methyltransferase","CP080275",397280,"-",479
397281,"OL67_000377","1",398039,"-",758,"polysaccharide deacetylase family protein","CP080275",398039,"-",758
398036,"OL67_000378","1",399178,"-",1142,"glycosyltransferase","CP080275",399178,"-",1142
399175,"OL67_000379","1",399765,"-",590,"histidine phosphatase family protein","CP080275",399765,"-",590
399762,"OL67_000380","1",400880,"-",1118,"glycosyltransferase family 4 protein","CP080275",400796,"-",1034
400877,"OL67_000381","1",402136,"-",1259,"glycosyltransferase family 4 protein","CP080275",402136,"-",1259
402133,"OL67_000382","1",403344,"-",1211,"hypothetical protein","CP080275",403344,"-",1211
403341,"OL67_000383","1",403493,"-",152,NA,NA,NA,NA,NA
403786,"OL67_000384","1",406128,"+",2342,"mechanosensitive ion channel","CP080275",406128,"+",2342
406133,"OL67_000385","1",407509,"-",1376,"CoA transferase","CP080275",407509,"-",1376
407547,"OL67_000386","1",408701,"-",1154,"ABC transporter permease","CP080275",409726,"-",2179
408698,"OL67_000387","1",409726,"-",1028,NA,NA,NA,NA,NA
409739,"OL67_000388","1",411682,"-",1943,"ABC transporter substrate-binding protein","CP080275",411682,"-",1943
411675,"OL67_000389","1",413453,"-",1778,"ABC transporter ATP-binding protein","CP080275",413453,"-",1778
413730,"OL67_000390","1",414239,"+",509,"class I SAM-dependent methyltransferase","CP080275",414239,"+",509
414352,"OL67_000391","1",414981,"+",629,"glutathione S-transferase","CP080275",414981,"+",629
415102,"OL67_000392","1",415767,"+",665,"TetR/AcrR family transcriptional regulator","CP080275",415767,"+",665
415777,"OL67_000393","1",419199,"-",3422,"indolepyruvate ferredoxin oxidoreductase family protein","CP080275",419199,"-",3422
419339,"OL67_000394","1",419809,"+",470,"Lrp/AsnC family transcriptional regulator","CP080275",419809,"+",470
419859,"OL67_000395","1",420251,"-",392,"DUF3307 domain-containing protein","CP080275",420194,"-",335
420546,NA,NA,NA,NA,NA,"cyclic nucleotide-binding domain-containing protein","CP080275",423503,"+",2957
420552,"OL67_000396","1",423503,"+",2951,NA,NA,NA,NA,NA
423574,"OL67_000397","1",424422,"+",848,"fumarylacetoacetate hydrolase family protein","CP080275",424422,"+",848
424522,"OL67_000398","1",425754,"-",1232,"mandelate racemase/muconate lactonizing enzyme family protein","CP080275",425754,"-",1232
425784,"OL67_000399","1",426875,"-",1091,"Zn-dependent alcohol dehydrogenase","CP080275",426875,"-",1091
427022,"OL67_000400","1",428371,"-",1349,"adenylosuccinate lyase family protein","CP080275",428371,"-",1349
428553,"OL67_000401","1",429341,"-",788,"3-oxoadipate enol-lactonase","CP080275",429341,"-",788
429436,"OL67_000402","1",430638,"-",1202,"endonuclease/exonuclease/phosphatase family protein","CP080275",430638,"-",1202
430676,"OL67_000403","1",431650,"-",974,"threonine/serine dehydratase","CP080275",431650,"-",974
431647,"OL67_000404","1",432513,"-",866,"alpha/beta hydrolase","CP080275",432465,"-",818
432518,"OL67_000405","1",433204,"-",686,"haloacid dehalogenase type II","CP080275",433204,"-",686
433392,"OL67_000406","1",433820,"+",428,"peptidylprolyl isomerase","CP080275",433820,"+",428
433904,"OL67_000407","1",434998,"+",1094,"nitronate monooxygenase","CP080275",434998,"+",1094
435053,"OL67_000408","1",435844,"-",791,"enoyl-ACP reductase","CP080275",435844,"-",791
435851,"OL67_000409","1",437080,"-",1229,"beta-ketoacyl-ACP synthase I","CP080275",437080,"-",1229
437128,"OL67_000410","1",437637,"-",509,"bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase","CP080275",437637,"-",509
437873,"OL67_000411","1",438289,"+",416,"transcriptional repressor","CP080275",438289,"+",416
438296,"OL67_000412","1",439204,"-",908,"LysR family transcriptional regulator","CP080275",439204,"-",908
439329,"OL67_000413","1",440126,"+",797,"phytanoyl-CoA dioxygenase family protein","CP080275",440126,"+",797
440166,"OL67_000414","1",441035,"-",869,"glycosyltransferase family 2 protein","CP080275",441035,"-",869
441179,"OL67_000415","1",442504,"+",1325,"tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB","CP080275",442504,"+",1325
442662,"OL67_000416","1",443279,"+",617,NA,NA,NA,NA,NA
442719,NA,NA,NA,NA,NA,"OmpA family protein","CP080275",443279,"+",560
443291,"OL67_000417","1",443593,"+",302,"hypothetical protein","CP080275",443593,"+",302
443747,"OL67_000418","1",444754,"+",1007,"PhoH family protein","CP080275",444754,"+",1007
444877,"OL67_000419","1",445407,"+",530,"rRNA maturation RNase YbeY","CP080275",445407,"+",530
445413,"OL67_000420","1",446312,"+",899,"hemolysin family protein","CP080275",446312,"+",899
446309,"OL67_000421","1",447820,"+",1511,"apolipoprotein N-acyltransferase","CP080275",447820,"+",1511
447937,"OL67_000422","1",449118,"+",1181,"methionine adenosyltransferase","CP080275",449118,"+",1181
449284,"OL67_000423","1",450003,"+",719,"ATP-dependent Clp protease proteolytic subunit","CP080275",450003,"+",719
450096,"OL67_000424","1",450860,"+",764,"tRNA (guanine(46)-N(7))-methyltransferase TrmB","CP080275",450860,"+",764
450994,"OL67_000425","1",452343,"+",1349,"3-phosphoshikimate 1-carboxyvinyltransferase","CP080275",452343,"+",1349
452340,"OL67_000426","1",452945,"+",605,"(d)CMP kinase","CP080275",452945,"+",605
453272,"OL67_000427","1",454951,"+",1679,"30S ribosomal protein S1","CP080275",454951,"+",1679
455285,"OL67_000428","1",455569,"+",284,"integration host factor subunit beta","CP080275",455569,"+",284
455569,"OL67_000429","1",455919,"+",350,"LapA family protein","CP080275",455919,"+",350
455927,"OL67_000430","1",456580,"+",653,"phosphoribosylanthranilate isomerase","CP080275",456580,"+",653
456736,"OL67_000431","1",457989,"+",1253,"tryptophan synthase subunit beta","CP080275",457989,"+",1253
458067,"OL67_000432","1",458450,"-",383,"DUF2237 domain-containing protein","CP080275",458450,"-",383
458460,"OL67_000433","1",459623,"-",1163,"beta-lactamase family protein","CP080275",459623,"-",1163
459701,"OL67_000434","1",460447,"-",746,"aminoacyl-tRNA hydrolase","CP080275",460447,"-",746
460646,"OL67_000435","1",461275,"-",629,"50S ribosomal protein L25/general stress protein Ctc","CP080275",461275,"-",629
461400,"OL67_000436","1",462566,"-",1166,"alpha-hydroxy-acid oxidizing protein","CP080275",462566,"-",1166
462703,"OL67_000437","1",463494,"-",791,"tryptophan synthase subunit alpha","CP080275",463494,"-",791
463607,"OL67_000438","1",464119,"-",512,"acyloxyacyl hydrolase","CP080275",464119,"-",512
464416,"OL67_000439","1",465513,"+",1097,"redox-regulated ATPase YchF","CP080275",465513,"+",1097
465669,"OL67_000440","1",466589,"+",920,"nucleoside hydrolase","CP080275",466589,"+",920
467004,"OL67_000442","1",468185,"+",1181,"tyrosine-type recombinase/integrase","CP080275",468185,"+",1181
468193,"OL67_000443","1",469068,"+",875,NA,NA,NA,NA,NA
468229,NA,NA,NA,NA,NA,"hypothetical protein","CP080275",469068,"+",839
469166,"OL67_000444","1",469375,"+",209,"MerR family transcriptional regulator","CP080275",469375,"+",209
469555,"OL67_000445","1",469902,"+",347,"hypothetical protein","CP080275",469902,"+",347
